Gene_ID	COG_ID	COG_term	GO	Pfam_ID	Pfam_term	SwissProt_ID	SwissProt_term
fake_2M_genome_000259	gi|430752040|ref|YP_007214948.1|	gi|430752040|ref|YP_007214948.1| Zn-dependent hydrolase [Thermobacillus composti KWC4]	GO:0016787(hydrolase activity)	A0A094K415_9BACL/2-193	A0A094K415_9BACL/2-193 A0A094K415.1 PF13483.5;Lactamase_B_3;	sp|A7Z7L6|Y2634_BACVZ	sp|A7Z7L6|Y2634_BACVZ UPF0173 metal-dependent hydrolase RBAM_026340 OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) GN=RBAM_026340 PE=3 SV=1
fake_2M_genome_000260	gi|337745529|ref|YP_004639691.1|	gi|337745529|ref|YP_004639691.1| hypothetical protein KNP414_01256 [Paenibacillus mucilaginosus KNP414]	GO:0042601(endospore-forming forespore);GO:0003824(catalytic activity);GO:0016020(membrane);GO:0031160(spore wall)	A0A0N0HC60_THEVU/199-453	A0A0N0HC60_THEVU/199-453 A0A0N0HC60.1 PF14398.5;ATPgrasp_YheCD;	sp|O07545|YHED_BACSU	sp|O07545|YHED_BACSU Endospore coat-associated protein YheD OS=Bacillus subtilis (strain 168) GN=yheD PE=1 SV=2
fake_2M_genome_000261	gi|226310956|ref|YP_002770850.1|	gi|226310956|ref|YP_002770850.1| hypothetical protein BBR47_13690 [Brevibacillus brevis NBRC 100599]	GO:0003824(catalytic activity);GO:0016020(membrane);GO:0031160(spore wall)	A0A094JJT7_9BACL/106-363	A0A094JJT7_9BACL/106-363 A0A094JJT7.1 PF14398.5;ATPgrasp_YheCD;	sp|O07544|YHEC_BACSU	sp|O07544|YHEC_BACSU Endospore coat-associated protein YheC OS=Bacillus subtilis (strain 168) GN=yheC PE=3 SV=1
fake_2M_genome_000262	gi|226310955|ref|YP_002770849.1|	gi|226310955|ref|YP_002770849.1| hypothetical protein BBR47_13680 [Brevibacillus brevis NBRC 100599]	GO:0042601(endospore-forming forespore);GO:0003824(catalytic activity);GO:0016020(membrane);GO:0031160(spore wall)	F5SL88_9BACL/195-453	F5SL88_9BACL/195-453 F5SL88.1 PF14398.5;ATPgrasp_YheCD;	sp|O07545|YHED_BACSU	sp|O07545|YHED_BACSU Endospore coat-associated protein YheD OS=Bacillus subtilis (strain 168) GN=yheD PE=1 SV=2
fake_2M_genome_000263	gi|384135164|ref|YP_005517878.1|	gi|384135164|ref|YP_005517878.1| hypothetical protein TC41_1423 [Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1]	GO:0042601(endospore-forming forespore);GO:0003824(catalytic activity);GO:0016020(membrane);GO:0031160(spore wall)	A0A094JP41_9BACL/111-361	A0A094JP41_9BACL/111-361 A0A094JP41.1 PF14398.5;ATPgrasp_YheCD;	sp|O07545|YHED_BACSU	sp|O07545|YHED_BACSU Endospore coat-associated protein YheD OS=Bacillus subtilis (strain 168) GN=yheD PE=1 SV=2
fake_2M_genome_000264	-	-	-	F5SL86_9BACL/17-122	F5SL86_9BACL/17-122 F5SL86.1 PF00583.24;Acetyltransf_1;	-	-
fake_2M_genome_000265	gi|226312166|ref|YP_002772060.1|	gi|226312166|ref|YP_002772060.1| gamma-DL-glutamyl hydrolase precursor [Brevibacillus brevis NBRC 100599]	GO:0006508(proteolysis);GO:0016998(cell wall macromolecule catabolic process)	A0A135L1Y7_9BACI/215-323	A0A135L1Y7_9BACI/215-323 A0A135L1Y7.1 PF00877.18;NLPC_P60;	sp|O35010|YKFC_BACSU	sp|O35010|YKFC_BACSU Gamma-D-glutamyl-L-lysine endopeptidase OS=Bacillus subtilis (strain 168) GN=ykfC PE=1 SV=2
fake_2M_genome_000266	-	-	-	-	-	-	-
fake_2M_genome_000267	gi|430750862|ref|YP_007213770.1|	gi|430750862|ref|YP_007213770.1| hypothetical protein Theco_2682 [Thermobacillus composti KWC4]	GO:0030435(sporulation resulting in formation of a cellular spore)	A0A094JLW8_9BACL/2-407	A0A094JLW8_9BACL/2-407 A0A094JLW8.1 PF04293.12;SpoVR;	sp|P37875|SP5R_BACSU	sp|P37875|SP5R_BACSU Stage V sporulation protein R OS=Bacillus subtilis (strain 168) GN=spoVR PE=4 SV=1
fake_2M_genome_000268	gi|449089393|ref|YP_007421834.1|	gi|449089393|ref|YP_007421834.1| Mg2+ transporter mgtE [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0006812(cation transport);GO:0098655(cation transmembrane transport);GO:0000287(magnesium ion binding);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094M076_9BACL/320-442	A0A094M076_9BACL/320-442 A0A094M076.1 PF01769.15;MgtE;	sp|Q5SMG8|MGTE_THET8	sp|Q5SMG8|MGTE_THET8 Magnesium transporter MgtE OS=Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579) GN=TTHA1060 PE=1 SV=1
fake_2M_genome_000269	gi|159899624|ref|YP_001545871.1|	gi|159899624|ref|YP_001545871.1| peptidase M14 carboxypeptidase A [Herpetosiphon aurantiacus DSM 785]	GO:0004180(carboxypeptidase activity);GO:0004181(metallocarboxypeptidase activity)	A0A094JP37_9BACL/117-407	A0A094JP37_9BACL/117-407 A0A094JP37.1 PF00246.23;Peptidase_M14;	sp|P29068|CBPT_THEVU	sp|P29068|CBPT_THEVU Carboxypeptidase T OS=Thermoactinomyces vulgaris GN=cpt PE=1 SV=1
fake_2M_genome_000270	gi|488776975|ref|YP_007946391.1|	gi|488776975|ref|YP_007946391.1| putative membrane protein [Desulfotomaculum gibsoniae DSM 7213]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0009847(spore germination)	A0A094JLW3_9BACL/2-420	A0A094JLW3_9BACL/2-420 A0A094JLW3.1 PF03323.12;GerA;	sp|O31808|YNDD_BACSU	sp|O31808|YNDD_BACSU Uncharacterized membrane protein YndD OS=Bacillus subtilis (strain 168) GN=yndD PE=3 SV=1
fake_2M_genome_000271	gi|226309876|ref|YP_002769770.1|	gi|226309876|ref|YP_002769770.1| spore germination protein [Brevibacillus brevis NBRC 100599]	GO:0005887(integral component of plasma membrane);GO:0015807(L-amino acid transport);GO:0003333(amino acid transmembrane transport);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094JSA8_9BACL/8-330	A0A094JSA8_9BACL/8-330 A0A094JSA8.1 PF03845.12;Spore_permease;	sp|O31809|YNDE_BACSU	sp|O31809|YNDE_BACSU Spore germination protein YndE OS=Bacillus subtilis (strain 168) GN=yndE PE=1 SV=1
fake_2M_genome_000272	-	-	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0009847(spore germination)	A0A094M073_9BACL/217-385	A0A094M073_9BACL/217-385 A0A094M073.1 PF05504.10;Spore_GerAC;	sp|O31810|YNDF_BACSU	sp|O31810|YNDF_BACSU Spore germination protein YndF OS=Bacillus subtilis (strain 168) GN=yndF PE=3 SV=1
fake_2M_genome_000273	gi|428207339|ref|YP_007091692.1|	gi|428207339|ref|YP_007091692.1| alcohol dehydrogenase [Chroococcidiopsis thermalis PCC 7203]	GO:0008270(zinc ion binding);GO:0016491(oxidoreductase activity);GO:0102978(furaneol oxidoreductase activity)	A0A094JP33_9BACL/190-328	A0A094JP33_9BACL/190-328 A0A094JP33.1 PF13602.5;ADH_zinc_N_2;	sp|Q84V25|ENOXE_FRAAN	sp|Q84V25|ENOXE_FRAAN 2-methylene-furan-3-one reductase OS=Fragaria ananassa GN=EO PE=1 SV=1
fake_2M_genome_000274	gi|226313348|ref|YP_002773242.1|	gi|226313348|ref|YP_002773242.1| hypothetical protein BBR47_37610 [Brevibacillus brevis NBRC 100599]	GO:0006569(tryptophan catabolic process);GO:0019441(tryptophan catabolic process to kynurenine);GO:0004061(arylformamidase activity);GO:0004061(arylformamidase activity);GO:0004061(arylformamidase activity)	A0A094K891_9BACL/4-149	A0A094K891_9BACL/4-149 A0A094K891.1 PF04199.12;Cyclase;	sp|A4IT60|KYNB_GEOTN	sp|A4IT60|KYNB_GEOTN Kynurenine formamidase OS=Geobacillus thermodenitrificans (strain NG80-2) GN=kynB PE=3 SV=1
fake_2M_genome_000275	gi|557827016|ref|YP_008799439.1|	gi|557827016|ref|YP_008799439.1| kynureninase [Exiguobacterium sp. MH3]	GO:0030429(kynureninase activity);GO:0003824(catalytic activity);GO:0009435(NAD biosynthetic process);GO:0016787(hydrolase activity)	A0A094JLV8_9BACL/55-377	A0A094JLV8_9BACL/55-377 A0A094JLV8.1 PF00266.18;Aminotran_5;	sp|A4IT57|KYNU_GEOTN	sp|A4IT57|KYNU_GEOTN Kynureninase OS=Geobacillus thermodenitrificans (strain NG80-2) GN=kynU PE=3 SV=2
fake_2M_genome_000276	gi|449089896|ref|YP_007422337.1|	gi|449089896|ref|YP_007422337.1| tryptophan 2,3-dioxygenase [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0006569(tryptophan catabolic process);GO:0019441(tryptophan catabolic process to kynurenine);GO:0004833(tryptophan 2,3-dioxygenase activity);GO:0004833(tryptophan 2,3-dioxygenase activity);GO:0004833(tryptophan 2,3-dioxygenase activity)	A0A0V8HIH0_9BACI/13-284	A0A0V8HIH0_9BACI/13-284 A0A0V8HIH0.1 PF03301.12;Trp_dioxygenase;	sp|A9VHP7|T23O_BACWK	sp|A9VHP7|T23O_BACWK Tryptophan 2,3-dioxygenase OS=Bacillus weihenstephanensis (strain KBAB4) GN=kynA PE=3 SV=1
fake_2M_genome_000277	gi|30262724|ref|NP_845101.1|	gi|30262724|ref|NP_845101.1| tryptophan 2,3-dioxygenase [Bacillus anthracis str. Ames]	GO:0006569(tryptophan catabolic process);GO:0019441(tryptophan catabolic process to kynurenine);GO:0004833(tryptophan 2,3-dioxygenase activity);GO:0004833(tryptophan 2,3-dioxygenase activity);GO:0004833(tryptophan 2,3-dioxygenase activity)	A0A094JSA5_9BACL/2-152	A0A094JSA5_9BACL/2-152 A0A094JSA5.1 PF03301.12;Trp_dioxygenase;	sp|A0REX0|T23O_BACAH	sp|A0REX0|T23O_BACAH Tryptophan 2,3-dioxygenase OS=Bacillus thuringiensis (strain Al Hakam) GN=kynA PE=3 SV=1
fake_2M_genome_000278	-	-	-	-	-	-	-
fake_2M_genome_000279	-	-	-	-	-	-	-
fake_2M_genome_000280	gi|449089270|ref|YP_007421711.1|	gi|449089270|ref|YP_007421711.1| Pyruvate oxidase (Pyruvic oxidase) [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0000287(magnesium ion binding);GO:0046872(metal ion binding)	A0A094K888_9BACL/4-174	A0A094K888_9BACL/4-174 A0A094K888.1 PF02776.17;TPP_enzyme_N;	sp|P96591|YDAP_BACSU	sp|P96591|YDAP_BACSU Putative thiamine pyrophosphate-containing protein YdaP OS=Bacillus subtilis (strain 168) GN=ydaP PE=2 SV=1
fake_2M_genome_000281	gi|30265204|ref|NP_847581.1|	gi|30265204|ref|NP_847581.1| NADPH-dependent FMN reductase [Bacillus anthracis str. Ames]	GO:0016491(oxidoreductase activity);GO:0016491(oxidoreductase activity)	A0A094JLV6_9BACL/1-172	A0A094JLV6_9BACL/1-172 A0A094JLV6.1 PF03358.14;FMN_red;	sp|P96726|YWQN_BACSU	sp|P96726|YWQN_BACSU Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN OS=Bacillus subtilis (strain 168) GN=ywqN PE=1 SV=1
fake_2M_genome_000282	gi|339627555|ref|YP_004719198.1|	gi|339627555|ref|YP_004719198.1| AMP-dependent synthetase and ligase [Sulfobacillus acidophilus TPY]	GO:0004467(long-chain fatty acid-CoA ligase activity);GO:0016020(membrane);GO:0000166(nucleotide binding);GO:0001676(long-chain fatty acid metabolic process);GO:0003824(catalytic activity)	A0A094JSA1_9BACL/12-180	A0A094JSA1_9BACL/12-180 A0A094JSA1.1 PF00501.27;AMP-binding;	sp|P63522|LCFA_SALTI	sp|P63522|LCFA_SALTI Long-chain-fatty-acid--CoA ligase OS=Salmonella typhi GN=fadD PE=3 SV=1
fake_2M_genome_000283	gi|449090327|ref|YP_007422768.1|	gi|449090327|ref|YP_007422768.1| hypothetical protein HD73_3669 [Bacillus thuringiensis serovar kurstaki str. HD73]	GO:0000166(nucleotide binding);GO:0003824(catalytic activity)	A0A094M067_9BACL/1-168	A0A094M067_9BACL/1-168 A0A094M067.1 PF00501.27;AMP-binding;	sp|P96575|YDAB_BACSU	sp|P96575|YDAB_BACSU Putative acyl--CoA ligase YdaB OS=Bacillus subtilis (strain 168) GN=ydaB PE=3 SV=2
fake_2M_genome_000284	gi|85374969|ref|YP_459031.1|	gi|85374969|ref|YP_459031.1| AMP-dependent synthetase and ligase [Erythrobacter litoralis HTCC2594]	GO:0009234(menaquinone biosynthetic process);GO:0000166(nucleotide binding);GO:0003824(catalytic activity);GO:0008756(o-succinylbenzoate-CoA ligase activity)	A0A094JP27_9BACL/29-104	A0A094JP27_9BACL/29-104 A0A094JP27.1 PF13193.5;AMP-binding_C;	sp|C5D6U5|MENE_GEOSW	sp|C5D6U5|MENE_GEOSW 2-succinylbenzoate--CoA ligase OS=Geobacillus sp. (strain WCH70) GN=menE PE=3 SV=1
fake_2M_genome_000285	-	-	-	-	-	-	-
fake_2M_genome_000286	gi|427725835|ref|YP_007073112.1|	gi|427725835|ref|YP_007073112.1| IucA/IucC family protein [Leptolyngbya sp. PCC 7376]	GO:0019289(rhizobactin 1021 biosynthetic process);GO:0019290(siderophore biosynthetic process)	A0A094K884_9BACL/140-390	A0A094K884_9BACL/140-390 A0A094K884.1 PF04183.11;IucA_IucC;	sp|Q9Z3Q7|RHBF_RHIME	sp|Q9Z3Q7|RHBF_RHIME Rhizobactin siderophore biosynthesis protein RhbF OS=Rhizobium meliloti (strain 1021) GN=rhbF PE=3 SV=1
fake_2M_genome_000287	gi|428313734|ref|YP_007124711.1|	gi|428313734|ref|YP_007124711.1| lysine/ornithine N-monooxygenase [Microcoleus sp. PCC 7113]	GO:0016491(oxidoreductase activity);GO:0019289(rhizobactin 1021 biosynthetic process)	E0IAZ2_9BACL/4-346	E0IAZ2_9BACL/4-346 E0IAZ2.1 PF13434.5;K_oxygenase;	sp|Q9Z3Q8|RHBE_RHIME	sp|Q9Z3Q8|RHBE_RHIME Rhizobactin siderophore biosynthesis protein RhbE OS=Rhizobium meliloti (strain 1021) GN=rhbE PE=3 SV=1
fake_2M_genome_000288	gi|17227889|ref|NP_484437.1|	gi|17227889|ref|NP_484437.1| hypothetical protein all0393 [Nostoc sp. PCC 7120]	GO:0019289(rhizobactin 1021 biosynthetic process)	A0A094JLV0_9BACL/27-171	A0A094JLV0_9BACL/27-171 A0A094JLV0.1 PF13523.5;Acetyltransf_8;	sp|Q9Z3Q9|RHBD_RHIME	sp|Q9Z3Q9|RHBD_RHIME Rhizobactin siderophore biosynthesis protein RhbD OS=Rhizobium meliloti (strain 1021) GN=rhbD PE=3 SV=1
fake_2M_genome_000289	gi|17227890|ref|NP_484438.1|	gi|17227890|ref|NP_484438.1| hypothetical protein all0394 [Nostoc sp. PCC 7120]	GO:0019289(rhizobactin 1021 biosynthetic process);GO:0019290(siderophore biosynthetic process)	A0A094JS97_9BACL/153-390	A0A094JS97_9BACL/153-390 A0A094JS97.1 PF04183.11;IucA_IucC;	sp|Q9Z3R0|RHBC_RHIME	sp|Q9Z3R0|RHBC_RHIME Rhizobactin siderophore biosynthesis protein RhbC OS=Rhizobium meliloti (strain 1021) GN=rhbC PE=3 SV=1
fake_2M_genome_000290	gi|428225237|ref|YP_007109334.1|	gi|428225237|ref|YP_007109334.1| L-2,4-diaminobutyrate decarboxylase [Geitlerinema sp. PCC 7407]	GO:0003824(catalytic activity);GO:0016829(lyase activity);GO:0033983(diaminobutyrate decarboxylase activity)	A0A094M064_9BACL/55-426	A0A094M064_9BACL/55-426 A0A094M064.1 PF00282.18;Pyridoxal_deC;	sp|P71362|DDC_HAEIN	sp|P71362|DDC_HAEIN L-2,4-diaminobutyrate decarboxylase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=ddc PE=1 SV=1
fake_2M_genome_000291	gi|17227892|ref|NP_484440.1|	gi|17227892|ref|NP_484440.1| diaminobutyrate--2-oxoglutarate aminotransferase [Nostoc sp. PCC 7120]	GO:0045303(diaminobutyrate-2-oxoglutarate transaminase activity);GO:0003824(catalytic activity);GO:0008483(transaminase activity);GO:0019289(rhizobactin 1021 biosynthetic process)	A0A094JP25_9BACL/22-443	A0A094JP25_9BACL/22-443 A0A094JP25.1 PF00202.20;Aminotran_3;	sp|Q9Z3R2|RHBA_RHIME	sp|Q9Z3R2|RHBA_RHIME Diaminobutyrate--2-oxoglutarate aminotransferase OS=Rhizobium meliloti (strain 1021) GN=rhbA PE=3 SV=1
fake_2M_genome_000292	gi|328951572|ref|YP_004368907.1|	gi|328951572|ref|YP_004368907.1| major facilitator superfamily protein [Marinithermus hydrothermalis DSM 14884]	GO:0006855(drug transmembrane transport);GO:0005215(transporter activity);GO:0005886(plasma membrane);GO:0005886(plasma membrane)	A0A094K880_9BACL/7-355	A0A094K880_9BACL/7-355 A0A094K880.1 PF07690.15;MFS_1;	sp|P39843|BMR2_BACSU	sp|P39843|BMR2_BACSU Multidrug resistance protein 2 OS=Bacillus subtilis (strain 168) GN=blt PE=3 SV=1
fake_2M_genome_000293	gi|226314524|ref|YP_002774420.1|	gi|226314524|ref|YP_002774420.1| alanine dehydrogenase [Brevibacillus brevis NBRC 100599]	GO:0000286(alanine dehydrogenase activity);GO:0005737(cytoplasm);GO:0005829(cytosol);GO:0042853(L-alanine catabolic process);GO:0000166(nucleotide binding);GO:0000286(alanine dehydrogenase activity);GO:0000286(alanine dehydrogenase activity)	A0A094JLU8_9BACL/140-353	A0A094JLU8_9BACL/140-353 A0A094JLU8.1 PF01262.20;AlaDh_PNT_C;	sp|Q08352|DHA_BACSU	sp|Q08352|DHA_BACSU Alanine dehydrogenase OS=Bacillus subtilis (strain 168) GN=ald PE=1 SV=1
fake_2M_genome_000294	gi|226312834|ref|YP_002772728.1|	gi|226312834|ref|YP_002772728.1| transcriptional regulator [Brevibacillus brevis NBRC 100599]	GO:0003677(DNA binding)	A0A094JS95_9BACL/8-127	A0A094JS95_9BACL/8-127 A0A094JS95.1 PF07905.10;PucR;	sp|O32138|PUCR_BACSU	sp|O32138|PUCR_BACSU Purine catabolism regulatory protein OS=Bacillus subtilis (strain 168) GN=pucR PE=2 SV=1
fake_2M_genome_000295	gi|15612607|ref|NP_240910.1|	gi|15612607|ref|NP_240910.1| DNA polymerase III subunit delta' [Bacillus halodurans C-125]	GO:0006261(DNA-dependent DNA replication);GO:0071897(DNA biosynthetic process);GO:0003677(DNA binding);GO:0003887(DNA-directed DNA polymerase activity);GO:0003887(DNA-directed DNA polymerase activity)	A0A135L768_9BACI/8-167	A0A135L768_9BACI/8-167 A0A135L768.1 PF13177.5;DNA_pol3_delta2;	sp|P37540|HOLB_BACSU	sp|P37540|HOLB_BACSU DNA polymerase III subunit delta' OS=Bacillus subtilis (strain 168) GN=holB PE=3 SV=1
fake_2M_genome_000296	-	-	-	A0A094M062_9BACL/1-102	A0A094M062_9BACL/1-102 A0A094M062.1 PF08921.10;DUF1904;	-	-
fake_2M_genome_000297	gi|89894416|ref|YP_517903.1|	gi|89894416|ref|YP_517903.1| hypothetical protein DSY1670 [Desulfitobacterium hafniense Y51]	GO:0008289(lipid binding)	A0A094JP21_9BACL/2-279	A0A094JP21_9BACL/2-279 A0A094JP21.1 PF02645.15;DegV;	sp|Q97IL6|Y1624_CLOAB	sp|Q97IL6|Y1624_CLOAB DegV domain-containing protein CA_C1624 OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) GN=CA_C1624 PE=3 SV=1
fake_2M_genome_000298	gi|488776605|ref|YP_007946021.1|	gi|488776605|ref|YP_007946021.1| squalene-hopene cyclase [Desulfotomaculum gibsoniae DSM 7213]	GO:0019746(hopanoid biosynthetic process);GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0016866(intramolecular transferase activity)	A0A094K878_9BACL/310-627	A0A094K878_9BACL/310-627 A0A094K878.1 PF13243.5;SQHop_cyclase_C;	sp|Q796C3|SQHC_BACSU	sp|Q796C3|SQHC_BACSU Sporulenol synthase OS=Bacillus subtilis (strain 168) GN=sqhC PE=1 SV=1
fake_2M_genome_000299	gi|15615706|ref|NP_244010.1|	gi|15615706|ref|NP_244010.1| primosomal protein DnaI [Bacillus halodurans C-125]	GO:0005515(protein binding);GO:0005515(protein binding);GO:0005524(ATP binding);GO:0000166(nucleotide binding);GO:0003688(DNA replication origin binding);GO:0005515(protein binding)	A0A094JLU3_9BACL/107-273	A0A094JLU3_9BACL/107-273 A0A094JLU3.1 PF01695.16;IstB_IS21;	sp|P06567|DNAI_BACSU	sp|P06567|DNAI_BACSU Primosomal protein DnaI OS=Bacillus subtilis (strain 168) GN=dnaI PE=1 SV=1
fake_2M_genome_000300	gi|300711568|ref|YP_003737382.1|	gi|300711568|ref|YP_003737382.1| asparagine synthase [Halalkalicoccus jeotgali B3]	-	A0A094JS91_9BACL/188-530	A0A094JS91_9BACL/188-530 A0A094JS91.1 PF00733.20;Asn_synthase;	-	-
fake_2M_genome_000301	-	-	-	M9M3P8_PAEPP/29-154	M9M3P8_PAEPP/29-154 M9M3P8.1 PF13471.5;Transglut_core3;	-	-
fake_2M_genome_000302	-	-	-	-	-	-	-
fake_2M_genome_000303	-	-	-	A0A094K875_9BACL/277-347	A0A094K875_9BACL/277-347 A0A094K875.1 PF13424.5;TPR_12;	-	-
fake_2M_genome_000304	-	-	-	-	-	-	-
fake_2M_genome_000305	gi|16077812|ref|NP_388626.1|	gi|16077812|ref|NP_388626.1| NADP-dependent oxidoreductase YfmJ [Bacillus subtilis subsp. subtilis str. 168]	GO:0009636(response to toxic substance);GO:0016491(oxidoreductase activity)	A0A094JS88_9BACL/165-301	A0A094JS88_9BACL/165-301 A0A094JS88.1 PF00107.25;ADH_zinc_N;	sp|O34812|YFMJ_BACSU	sp|O34812|YFMJ_BACSU Putative NADP-dependent oxidoreductase YfmJ OS=Bacillus subtilis (strain 168) GN=yfmJ PE=2 SV=1
fake_2M_genome_000306	-	-	-	-	-	-	-
fake_2M_genome_000307	gi|337751104|ref|YP_004645266.1|	gi|337751104|ref|YP_004645266.1| hypothetical protein KNP414_06878 [Paenibacillus mucilaginosus KNP414]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0006810(transport)	A0A094M056_9BACL/7-188	A0A094M056_9BACL/7-188 A0A094M056.1 PF12730.6;ABC2_membrane_4;	sp|P54593|YHCI_BACSU	sp|P54593|YHCI_BACSU Uncharacterized protein YhcI OS=Bacillus subtilis (strain 168) GN=yhcI PE=4 SV=1
fake_2M_genome_000308	gi|16077973|ref|NP_388789.1|	gi|16077973|ref|NP_388789.1| ABC transporter ATP-binding protein [Bacillus subtilis subsp. subtilis str. 168]	GO:0000166(nucleotide binding);GO:0005524(ATP binding)	A0A094JP15_9BACL/22-163	A0A094JP15_9BACL/22-163 A0A094JP15.1 PF00005.26;ABC_tran;	sp|P54592|YHCH_BACSU	sp|P54592|YHCH_BACSU Uncharacterized ABC transporter ATP-binding protein YhcH OS=Bacillus subtilis (strain 168) GN=yhcH PE=3 SV=1
fake_2M_genome_000309	gi|226311441|ref|YP_002771335.1|	gi|226311441|ref|YP_002771335.1| homoserine dehydrogenase [Brevibacillus brevis NBRC 100599]	GO:0009088(threonine biosynthetic process);GO:0004412(homoserine dehydrogenase activity);GO:0004412(homoserine dehydrogenase activity);GO:0008652(cellular amino acid biosynthetic process)	A0A094K871_9BACL/139-317	A0A094K871_9BACL/139-317 A0A094K871.1 PF00742.18;Homoserine_dh;	sp|P19582|DHOM_BACSU	sp|P19582|DHOM_BACSU Homoserine dehydrogenase OS=Bacillus subtilis (strain 168) GN=hom PE=1 SV=2
fake_2M_genome_000310	gi|375007025|ref|YP_004980656.1|	gi|375007025|ref|YP_004980656.1| hypothetical protein [Geobacillus thermoleovorans CCB_US3_UF5]	GO:0030435(sporulation resulting in formation of a cellular spore)	A0A094JLT5_9BACL/3-196	A0A094JLT5_9BACL/3-196 A0A094JLT5.1 PF07070.10;Spo0M;	sp|P71088|SP0M_BACSU	sp|P71088|SP0M_BACSU Sporulation-control protein spo0M OS=Bacillus subtilis (strain 168) GN=spo0M PE=1 SV=2
fake_2M_genome_000311	gi|226310467|ref|YP_002770361.1|	gi|226310467|ref|YP_002770361.1| hypothetical protein BBR47_08800 [Brevibacillus brevis NBRC 100599]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0016614(oxidoreductase activity, acting on CH-OH group of donors)	A0A094JS83_9BACL/12-202	A0A094JS83_9BACL/12-202 A0A094JS83.1 PF01595.19;DUF21;	sp|P54505|YQHB_BACSU	sp|P54505|YQHB_BACSU UPF0053 protein YqhB OS=Bacillus subtilis (strain 168) GN=yqhB PE=3 SV=1
fake_2M_genome_000312	gi|337752044|ref|YP_004646206.1|	gi|337752044|ref|YP_004646206.1| M56 family peptidase [Paenibacillus mucilaginosus KNP414]	GO:0005886(plasma membrane);GO:0005886(plasma membrane);GO:0008658(penicillin binding)	A0A0M4GBE2_9BACI/25-243	A0A0M4GBE2_9BACI/25-243 A0A0M4GBE2.1 PF05569.10;Peptidase_M56;	sp|P12287|BLAR_BACLI	sp|P12287|BLAR_BACLI Regulatory protein BlaR1 OS=Bacillus licheniformis GN=blaR1 PE=1 SV=1
fake_2M_genome_000313	gi|219848509|ref|YP_002462942.1|	gi|219848509|ref|YP_002462942.1| CopY family transcriptional repressor [Chloroflexus aggregans DSM 9485]	GO:0003677(DNA binding);GO:0003677(DNA binding);GO:0005737(cytoplasm)	A0A094M052_9BACL/13-127	A0A094M052_9BACL/13-127 A0A094M052.1 PF03965.15;Penicillinase_R;	sp|P68261|MECI_STAAN	sp|P68261|MECI_STAAN Methicillin resistance regulatory protein MecI OS=Staphylococcus aureus (strain N315) GN=mecI PE=1 SV=1
fake_2M_genome_000314	gi|332983008|ref|YP_004464449.1|	gi|332983008|ref|YP_004464449.1| transglutaminase domain-containing protein [Mahella australiensis 50-1 BON]	-	F5LFM1_9BACL/274-382	F5LFM1_9BACL/274-382 F5LFM1.1 PF04122.11;CW_binding_2;	-	-
fake_2M_genome_000315	gi|23098740|ref|NP_692206.1|	gi|23098740|ref|NP_692206.1| hypothetical protein OB1285 [Oceanobacillus iheyensis HTE831]	GO:0000166(nucleotide binding);GO:0005524(ATP binding);GO:0006468(protein phosphorylation)	A0A0N1K5G4_THEVU/27-161	A0A0N1K5G4_THEVU/27-161 A0A0N1K5G4.1 PF00069.24;Pkinase;	sp|O32057|YRZF_BACSU	sp|O32057|YRZF_BACSU Putative serine/threonine-protein kinase YrzF OS=Bacillus subtilis (strain 168) GN=yrzF PE=3 SV=2
