Gene_ID	COG_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_000796	gi|302390637|ref|YP_003826458.1|	46.7	122	65	0	9	130	9	130	4.9e-30	133.7	gi|302390637|ref|YP_003826458.1| hypothetical protein Toce_2121 [Thermosediminibacter oceani DSM 16646]
fake_2M_genome_000797	gi|226309778|ref|YP_002769672.1|	62.4	237	81	4	1	230	1	236	3.4e-74	281.2	gi|226309778|ref|YP_002769672.1| CDP-diacylglycerol--serine O-phosphatidyltransferase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000798	gi|337751753|ref|YP_004645915.1|	68.1	348	110	1	10	356	13	360	3.1e-127	458	gi|337751753|ref|YP_004645915.1| DisA protein [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000799	gi|337751754|ref|YP_004645916.1|	65.4	457	153	2	1	455	53	506	1e-175	619.4	gi|337751754|ref|YP_004645916.1| protein RadA [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000800	gi|337751755|ref|YP_004645917.1|	82.8	809	138	1	1	809	1	808	0	1298.1	gi|337751755|ref|YP_004645917.1| protein ClpC [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000801	gi|15612665|ref|NP_240968.1|	62	358	133	1	1	358	1	355	3.7e-120	434.5	gi|15612665|ref|NP_240968.1| ATP:guanido phosphotransferase [Bacillus halodurans C-125]
fake_2M_genome_000802	gi|430748560|ref|YP_007211468.1|	57.1	170	69	1	1	170	1	166	1.1e-53	212.6	gi|430748560|ref|YP_007211468.1| hypothetical protein Theco_0224 [Thermobacillus composti KWC4]
fake_2M_genome_000803	gi|23097545|ref|NP_691011.1|	58	150	63	0	1	150	1	150	1e-42	176	gi|23097545|ref|NP_691011.1| transcriptional repressor of class III stress genes [Oceanobacillus iheyensis HTE831]
fake_2M_genome_000804	gi|337745326|ref|YP_004639488.1|	48.5	227	116	1	6	232	5	230	1.1e-56	223	gi|337745326|ref|YP_004639488.1| MgtC/SapB transporter [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000805	gi|226309771|ref|YP_002769665.1|	44.3	212	114	1	3	214	6	213	6.8e-48	193.7	gi|226309771|ref|YP_002769665.1| hypothetical protein BBR47_01840 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000806	gi|226312582|ref|YP_002772476.1|	42.9	275	155	2	19	291	36	310	2.6e-55	218.8	gi|226312582|ref|YP_002772476.1| two-component sensor histidine kinase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000807	gi|226312583|ref|YP_002772477.1|	58.8	211	82	2	5	212	4	212	1.3e-62	242.7	gi|226312583|ref|YP_002772477.1| two-component response regulator [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000809	gi|337751011|ref|YP_004645173.1|	46.8	359	177	6	3	355	2	352	6e-78	294.3	gi|337751011|ref|YP_004645173.1| hypothetical protein KNP414_06784 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000812	gi|297617052|ref|YP_003702211.1|	23.7	207	122	5	79	252	78	281	7.4e-06	54.3	gi|297617052|ref|YP_003702211.1| serine/threonine protein kinase with PASTA sensor(s) [Syntrophothermus lipocalidus DSM 12680]
fake_2M_genome_000813	gi|220933078|ref|YP_002509986.1|	47.1	87	43	1	2	88	3	86	2.8e-19	97.8	gi|220933078|ref|YP_002509986.1| major facilitator superfamily protein [Halothermothrix orenii H 168]
fake_2M_genome_000814	gi|386713488|ref|YP_006179811.1|	62.4	186	68	1	3	186	238	423	5.4e-54	213.8	gi|386713488|ref|YP_006179811.1| MFS-type transporter [Halobacillus halophilus DSM 2266]
fake_2M_genome_000816	gi|428320653|ref|YP_007118535.1|	46.9	469	242	5	1	467	1	464	2e-103	379.4	gi|428320653|ref|YP_007118535.1| Heat shock protein 70 [Oscillatoria nigro-viridis PCC 7112]
fake_2M_genome_000817	gi|320102565|ref|YP_004178156.1|	28.5	200	123	2	27	206	112	311	9.4e-15	83.6	gi|320102565|ref|YP_004178156.1| GrpE protein HSP-70 cofactor [Isosphaera pallida ATCC 43644]
fake_2M_genome_000820	gi|212637922|ref|YP_002314442.1|	75.6	492	120	0	1	492	1	492	3.9e-221	770.4	gi|212637922|ref|YP_002314442.1| lysyl-tRNA synthetase [Anoxybacillus flavithermus WK1]
fake_2M_genome_000821	gi|430751770|ref|YP_007214678.1|	80.2	324	64	0	1	324	1	324	2.6e-152	541.2	gi|430751770|ref|YP_007214678.1| TIM-barrel protein, nifR3 family [Thermobacillus composti KWC4]
fake_2M_genome_000822	gi|15926193|ref|NP_373726.1|	57.7	137	58	0	5	141	2	138	1.8e-37	158.7	gi|15926193|ref|NP_373726.1| 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [Staphylococcus aureus subsp. aureus N315]
fake_2M_genome_000823	gi|386712431|ref|YP_006178753.1|	51.3	119	57	1	1	118	1	119	4.3e-33	143.7	gi|386712431|ref|YP_006178753.1| dihydroneopterin aldolase [Halobacillus halophilus DSM 2266]
fake_2M_genome_000824	gi|296131752|ref|YP_003638999.1|	65.5	261	90	0	11	271	131	391	2.1e-94	348.6	gi|296131752|ref|YP_003638999.1| dihydropteroate synthase [Thermincola potens JR]
fake_2M_genome_000825	gi|15612651|ref|NP_240954.1|	73.7	308	80	1	1	308	1	307	1.7e-126	455.3	gi|15612651|ref|NP_240954.1| cysteine synthase A [Bacillus halodurans C-125]
fake_2M_genome_000826	gi|430751787|ref|YP_007214695.1|	53.7	287	129	4	2	285	8	293	7.2e-82	307	gi|430751787|ref|YP_007214695.1| disulfide bond chaperone [Thermobacillus composti KWC4]
fake_2M_genome_000827	gi|449086733|ref|YP_007419174.1|	62.6	254	95	0	5	258	1	254	1.4e-89	332.4	gi|449086733|ref|YP_007419174.1| pantothenate kinase [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000828	gi|430751792|ref|YP_007214700.1|	64.2	665	206	4	3	635	2	666	5.4e-234	813.5	gi|430751792|ref|YP_007214700.1| ATP-dependent metalloprotease FtsH [Thermobacillus composti KWC4]
fake_2M_genome_000829	gi|226309709|ref|YP_002769603.1|	69.7	178	54	0	1	178	1	178	4e-67	257.3	gi|226309709|ref|YP_002769603.1| hypoxanthine-guanine phosphoribosyltransferase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000830	gi|226309708|ref|YP_002769602.1|	37.4	471	281	6	7	473	2	462	1.2e-76	290.4	gi|226309708|ref|YP_002769602.1| tRNA(Ile)-lysidine synthetase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000831	gi|337751782|ref|YP_004645944.1|	44.9	822	431	7	18	821	9	826	4.7e-203	711.1	gi|337751782|ref|YP_004645944.1| stage II sporulation protein E [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000833	gi|108803473|ref|YP_643410.1|	48.5	406	194	6	20	412	28	431	1.8e-110	402.5	gi|108803473|ref|YP_643410.1| hypothetical protein Rxyl_0628 [Rubrobacter xylanophilus DSM 9941]
fake_2M_genome_000837	gi|15612636|ref|NP_240939.1|	63.5	85	31	0	1	85	1	85	8.5e-24	112.5	gi|15612636|ref|NP_240939.1| hypothetical protein BH0073 [Bacillus halodurans C-125]
fake_2M_genome_000838	gi|375006860|ref|YP_004980489.1|	55.4	491	209	7	1	486	1	486	7.5e-140	500.4	gi|375006860|ref|YP_004980489.1| Tetrapyrrole methylase family protein, MazG [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_000839	gi|226309693|ref|YP_002769587.1|	42.8	545	307	4	3	544	4	546	9.9e-109	397.1	gi|226309693|ref|YP_002769587.1| hypothetical protein BBR47_01060 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000840	gi|226309692|ref|YP_002769586.1|	70.9	179	52	0	1	179	1	179	5.9e-66	253.4	gi|226309692|ref|YP_002769586.1| stage V sporulation protein T [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000841	gi|337747124|ref|YP_004641286.1|	31.2	285	168	6	53	321	98	370	2.6e-27	125.9	gi|337747124|ref|YP_004641286.1| PpiC-type peptidyl-prolyl cis-trans isomerase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000842	gi|226309690|ref|YP_002769584.1|	61.2	1169	449	4	9	1173	9	1176	0	1422.9	gi|226309690|ref|YP_002769584.1| transcription-repair coupling factor [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000844	gi|449086717|ref|YP_007419158.1|	58.9	185	76	0	1	185	22	206	4e-65	250.8	gi|449086717|ref|YP_007419158.1| SpoVC [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000845	gi|302388649|ref|YP_003824470.1|	41.4	186	103	3	5	185	6	190	8.9e-39	163.3	gi|302388649|ref|YP_003824470.1| ribosomal 5S rRNA E-loop binding protein Ctc/L25/TL5 [Thermosediminibacter oceani DSM 16646]
fake_2M_genome_000846	gi|226309686|ref|YP_002769580.1|	76.8	310	72	0	6	315	7	316	7.5e-133	476.5	gi|226309686|ref|YP_002769580.1| ribose-phosphate pyrophosphokinase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000847	gi|16799314|ref|NP_469582.1|	55.4	446	199	0	6	451	5	450	6.8e-151	537	gi|16799314|ref|NP_469582.1| bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase [Listeria innocua Clip11262]
fake_2M_genome_000848	gi|212637891|ref|YP_002314411.1|	80.2	91	18	0	1	91	5	95	6e-36	152.9	gi|212637891|ref|YP_002314411.1| regulatory protein SpoVG [Anoxybacillus flavithermus WK1]
fake_2M_genome_000849	gi|328949852|ref|YP_004367187.1|	63.4	123	45	0	2	124	1	123	1.3e-40	168.7	gi|328949852|ref|YP_004367187.1| endoribonuclease L-PSP [Marinithermus hydrothermalis DSM 14884]
fake_2M_genome_000850	gi|226309681|ref|YP_002769575.1|	57	277	117	1	1	275	1	277	7.3e-84	313.5	gi|226309681|ref|YP_002769575.1| pur operon repressor [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000851	gi|226309680|ref|YP_002769574.1|	66	291	99	0	1	291	1	291	1.4e-104	382.5	gi|226309680|ref|YP_002769574.1| 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000853	gi|226309678|ref|YP_002769572.1|	70	90	26	1	1	90	1	89	3.6e-27	123.6	gi|226309678|ref|YP_002769572.1| hypothetical protein BBR47_00910 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000854	gi|337751152|ref|YP_004645314.1|	54.1	157	72	0	1	157	1	157	3e-42	174.5	gi|337751152|ref|YP_004645314.1| hypothetical protein KNP414_06932 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000855	gi|226309677|ref|YP_002769571.1|	55.5	281	125	0	2	282	7	287	1.2e-79	299.7	gi|226309677|ref|YP_002769571.1| dimethyladenosine transferase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000856	gi|430751839|ref|YP_007214747.1|	52	175	83	1	3	176	2	176	1.2e-40	169.5	gi|430751839|ref|YP_007214747.1| ribonuclease M5 [Thermobacillus composti KWC4]
fake_2M_genome_000857	gi|337751814|ref|YP_004645976.1|	65.7	254	86	1	1	254	10	262	8.9e-100	366.3	gi|337751814|ref|YP_004645976.1| protein YabD [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000858	gi|212639584|ref|YP_002316104.1|	48.3	178	76	4	5	169	2	176	7.8e-42	173.3	gi|212639584|ref|YP_002316104.1| signal peptidase I [Anoxybacillus flavithermus WK1]
fake_2M_genome_000859	gi|375006836|ref|YP_004980465.1|	67.3	655	207	3	4	657	2	650	2.5e-268	927.5	gi|375006836|ref|YP_004980465.1| methionyl-tRNA synthetase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_000860	gi|15612615|ref|NP_240918.1|	62.3	612	228	3	1	612	1	609	7.8e-219	763.1	gi|15612615|ref|NP_240918.1| hypothetical protein BH0052 [Bacillus halodurans C-125]
fake_2M_genome_000861	gi|302388625|ref|YP_003824446.1|	32.3	325	190	9	12	315	1	316	1.4e-33	146.7	gi|302388625|ref|YP_003824446.1| NurA domain-containing protein [Thermosediminibacter oceani DSM 16646]
fake_2M_genome_000862	gi|337751817|ref|YP_004645979.1|	79.5	78	16	0	1	78	1	78	2.4e-28	127.5	gi|337751817|ref|YP_004645979.1| protein AbrB [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000863	gi|438002915|ref|YP_007272658.1|	55.1	470	189	5	8	475	5	454	1.1e-138	496.5	gi|438002915|ref|YP_007272658.1| PTS system, N-acetylglucosamine-specific IIBC subunit [Tepidanaerobacter acetatoxydans Re1]
fake_2M_genome_000864	gi|15612612|ref|NP_240915.1|	55.1	292	126	2	1	291	1	288	3.5e-84	314.7	gi|15612612|ref|NP_240915.1| hypothetical protein BH0049 [Bacillus halodurans C-125]
fake_2M_genome_000865	gi|226309669|ref|YP_002769563.1|	62	79	30	0	2	80	8	86	4.4e-20	100.1	gi|226309669|ref|YP_002769563.1| hypothetical protein BBR47_00820 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000866	gi|337751820|ref|YP_004645982.1|	48.3	118	59	1	1	116	11	128	5.4e-23	110.2	gi|337751820|ref|YP_004645982.1| hypothetical protein KNP414_07622 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000867	gi|375006830|ref|YP_004980459.1|	67.5	268	87	0	1	268	1	268	4.4e-97	357.5	gi|375006830|ref|YP_004980459.1| stage 0 sporulation protein yaaT [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_000868	gi|557826867|ref|YP_008799281.1|	49	202	102	1	1	202	1	201	1.5e-52	209.1	gi|557826867|ref|YP_008799281.1| thymidylate kinase [Exiguobacterium sp. MH3]
fake_2M_genome_000869	gi|226309661|ref|YP_002769555.1|	38.7	481	279	5	3	470	12	489	3.3e-84	315.5	gi|226309661|ref|YP_002769555.1| hypothetical protein BBR47_00740 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000873	gi|408355384|ref|YP_006843915.1|	76.8	198	46	0	1	198	1	198	7.1e-89	329.7	gi|408355384|ref|YP_006843915.1| recombination protein RecR [Amphibacillus xylanus NBRC 15112]
fake_2M_genome_000874	gi|430751651|ref|YP_007214559.1|	74.8	103	26	0	1	103	1	103	4.9e-25	116.7	gi|430751651|ref|YP_007214559.1| YbaB/EbfC family DNA-binding protein [Thermobacillus composti KWC4]
fake_2M_genome_000875	gi|337751833|ref|YP_004645995.1|	47.1	582	290	5	4	567	1	582	3.7e-138	495	gi|337751833|ref|YP_004645995.1| DNA polymerase III [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000876	gi|337751834|ref|YP_004645996.1|	42.6	359	179	7	28	375	9	351	1.4e-72	276.6	gi|337751834|ref|YP_004645996.1| hypothetical protein KNP414_07639 [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000877	gi|15613407|ref|NP_241710.1|	43.3	522	270	6	6	525	5	502	3.2e-112	408.7	gi|15613407|ref|NP_241710.1| PTS system glucose-specific transporter subunit IIA [Bacillus halodurans C-125]
fake_2M_genome_000878	gi|375008799|ref|YP_004982432.1|	70.8	558	162	1	5	561	6	563	8.3e-252	872.5	gi|375008799|ref|YP_004982432.1| trehalose-6-phosphate hydrolase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_000879	gi|386716119|ref|YP_006182443.1|	57.4	235	100	0	1	235	1	235	1.1e-75	286.2	gi|386716119|ref|YP_006182443.1| GntR family trehalose operon transcription repressor [Halobacillus halophilus DSM 2266]
fake_2M_genome_000880	gi|337750581|ref|YP_004644743.1|	50.9	234	106	3	12	237	24	256	1.8e-58	229.2	gi|337750581|ref|YP_004644743.1| biotin/lipoate A/B protein ligase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000882	gi|16077967|ref|NP_388783.1|	69	174	52	1	1	174	1	172	4.8e-65	250.4	gi|16077967|ref|NP_388783.1| hypothetical protein BSU09020 [Bacillus subtilis subsp. subtilis str. 168]
fake_2M_genome_000883	gi|295697633|ref|YP_003590871.1|	59.6	500	200	2	18	517	49	546	2.9e-166	588.2	gi|295697633|ref|YP_003590871.1| EmrB/QacA subfamily drug resistance transporter [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000884	gi|295697634|ref|YP_003590872.1|	49.3	211	107	0	1	211	1	211	3e-53	211.5	gi|295697634|ref|YP_003590872.1| secretion protein HlyD family protein [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000885	gi|83591144|ref|YP_431153.1|	41.1	180	97	2	48	218	49	228	2.1e-25	119	gi|83591144|ref|YP_431153.1| secretion protein HlyD [Moorella thermoacetica ATCC 39073]
fake_2M_genome_000886	gi|295697636|ref|YP_003590874.1|	27.7	148	105	1	2	149	1	146	1.3e-08	62.8	gi|295697636|ref|YP_003590874.1| MarR family transcriptional regulator [Kyrpidia tusciae DSM 2912]
fake_2M_genome_000887	gi|226310531|ref|YP_002770425.1|	73.1	275	74	0	57	331	2	276	7.1e-110	400.2	gi|226310531|ref|YP_002770425.1| hypothetical protein BBR47_09440 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000888	gi|30260979|ref|NP_843356.1|	50	70	32	1	1	70	1	67	4.7e-09	63.9	gi|30260979|ref|NP_843356.1| ABC transporter substrate-binding protein [Bacillus anthracis str. Ames]
fake_2M_genome_000889	gi|226312732|ref|YP_002772626.1|	64.2	321	112	1	27	347	15	332	1.3e-125	452.6	gi|226312732|ref|YP_002772626.1| hypothetical protein BBR47_31450 [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000890	gi|226310899|ref|YP_002770793.1|	56.6	76	33	0	67	142	410	485	9e-17	89.7	gi|226310899|ref|YP_002770793.1| glycine betaine transporter [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000891	gi|386713274|ref|YP_006179597.1|	51.8	340	162	1	1	340	1	338	3.3e-102	374.8	gi|386713274|ref|YP_006179597.1| aldose 1-epimerase [Halobacillus halophilus DSM 2266]
fake_2M_genome_000892	gi|92113271|ref|YP_573199.1|	33.7	457	299	4	2	456	13	467	8.2e-72	274.2	gi|92113271|ref|YP_573199.1| sugar (glycoside-Pentoside-hexuronide) transporter [Chromohalobacter salexigens DSM 3043]
fake_2M_genome_000893	gi|433654565|ref|YP_007298273.1|	62.4	692	247	5	1	688	16	698	2.8e-257	891	gi|433654565|ref|YP_007298273.1| beta-glucosidase-like glycosyl hydrolase [Thermoanaerobacterium thermosaccharolyticum M0795]
fake_2M_genome_000894	gi|386713272|ref|YP_006179595.1|	66.5	498	167	0	1	498	1	498	1.1e-202	709.1	gi|386713272|ref|YP_006179595.1| xylulose kinase [Halobacillus halophilus DSM 2266]
fake_2M_genome_000895	gi|430749561|ref|YP_007212469.1|	51	384	180	1	6	389	7	382	2.6e-106	388.7	gi|430749561|ref|YP_007212469.1| transcriptional regulator/sugar kinase [Thermobacillus composti KWC4]
fake_2M_genome_000896	gi|330508366|ref|YP_004384794.1|	54.4	206	94	0	1	206	1	206	1.1e-55	219.5	gi|330508366|ref|YP_004384794.1| TetR family transcriptional regulator [Methanosaeta concilii GP6]
fake_2M_genome_000898	gi|15616599|ref|NP_244905.1|	59.3	118	48	0	4	121	5	122	4.8e-35	150.2	gi|15616599|ref|NP_244905.1| cadmium efflux system cadmium-binding protein [Bacillus halodurans C-125]
fake_2M_genome_000899	gi|375007433|ref|YP_004981066.1|	67.9	697	217	4	8	699	14	708	2e-263	911.4	gi|375007433|ref|YP_004981066.1| cadmium-transporting ATPase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_000900	gi|23100645|ref|NP_694112.1|	58.6	239	98	1	1	239	1	238	2.4e-75	285	gi|23100645|ref|NP_694112.1| gluconate operon transcriptional repressor [Oceanobacillus iheyensis HTE831]
fake_2M_genome_000901	gi|23100644|ref|NP_694111.1|	69.1	501	155	0	1	501	7	507	8.9e-213	742.7	gi|23100644|ref|NP_694111.1| gluconokinase [Oceanobacillus iheyensis HTE831]
fake_2M_genome_000902	gi|23100643|ref|NP_694110.1|	69.8	450	134	1	5	454	1	448	3.8e-162	574.3	gi|23100643|ref|NP_694110.1| gluconate permease [Oceanobacillus iheyensis HTE831]
fake_2M_genome_000903	gi|23100642|ref|NP_694109.1|	69.4	464	142	0	3	466	2	465	9.1e-191	669.5	gi|23100642|ref|NP_694109.1| 6-phosphogluconate dehydrogenase [Oceanobacillus iheyensis HTE831]
fake_2M_genome_000904	gi|337751203|ref|YP_004645365.1|	51.9	293	141	0	1	293	3	295	1.7e-86	322.4	gi|337751203|ref|YP_004645365.1| ADP-ribosyl-(dinitrogen reductase) hydrolase [Paenibacillus mucilaginosus KNP414]
fake_2M_genome_000905	gi|393202303|ref|YP_006464145.1|	39.1	156	91	2	3	155	2	156	1.2e-25	119.4	gi|393202303|ref|YP_006464145.1| histone acetyltransferase HPA2 [Solibacillus silvestris StLB046]
fake_2M_genome_000911	gi|226309631|ref|YP_002769525.1|	68	150	48	0	2	151	6	155	9.9e-57	222.6	gi|226309631|ref|YP_002769525.1| tRNA specific adenosine deaminase [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000912	gi|449091243|ref|YP_007423684.1|	51.9	135	65	0	1	135	1	135	5.7e-40	166.8	gi|449091243|ref|YP_007423684.1| Zinc-specific metalloregulatory protein [Bacillus thuringiensis serovar kurstaki str. HD73]
fake_2M_genome_000913	gi|212638711|ref|YP_002315231.1|	56.5	276	120	0	1	276	1	276	9.7e-79	296.6	gi|212638711|ref|YP_002315231.1| Mn2+/Zn2+ ABC transporter permease [Anoxybacillus flavithermus WK1]
fake_2M_genome_000914	gi|30264353|ref|NP_846730.1|	54.2	240	110	0	15	254	4	243	1.7e-66	255.8	gi|30264353|ref|NP_846730.1| cation ABC transporter ATP-binding protein [Bacillus anthracis str. Ames]
fake_2M_genome_000915	gi|226309715|ref|YP_002769609.1|	51.1	309	131	3	14	303	13	320	2.9e-84	315.1	gi|226309715|ref|YP_002769609.1| zinc ABC transporter substrate-binding protein precursor [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000916	gi|114320944|ref|YP_742627.1|	43.5	200	107	3	1	196	1	198	2.7e-38	161.8	gi|114320944|ref|YP_742627.1| hypothetical protein Mlg_1793 [Alkalilimnicola ehrlichii MLHE-1]
fake_2M_genome_000917	gi|403510592|ref|YP_006642230.1|	33.7	682	355	11	31	651	36	681	1.8e-38	164.1	gi|403510592|ref|YP_006642230.1| yhgE/Pip N-terminal domain protein [Nocardiopsis alba ATCC BAA-2165]
fake_2M_genome_000918	gi|317122378|ref|YP_004102381.1|	39.3	183	111	0	1	183	1	183	2.3e-31	138.7	gi|317122378|ref|YP_004102381.1| regulatory protein TetR [Thermaerobacter marianensis DSM 12885]
fake_2M_genome_000919	gi|375010148|ref|YP_004983781.1|	61.2	188	72	1	1	188	25	211	9.5e-59	229.6	gi|375010148|ref|YP_004983781.1| FAD-dependent pyridine nucleotide-disulfide oxidoreductase [Geobacillus thermoleovorans CCB_US3_UF5]
fake_2M_genome_000920	gi|430751395|ref|YP_007214303.1|	54.9	142	64	0	1	142	1	142	1.2e-37	159.1	gi|430751395|ref|YP_007214303.1| DNA-binding ferritin-like protein [Thermobacillus composti KWC4]
fake_2M_genome_000921	gi|488777603|ref|YP_007947019.1|	54.1	388	177	1	5	392	7	393	1.7e-113	412.5	gi|488777603|ref|YP_007947019.1| arabinose efflux permease family protein [Desulfotomaculum gibsoniae DSM 7213]
fake_2M_genome_000922	gi|167630662|ref|YP_001681161.1|	53.7	441	199	3	14	454	4	439	8e-128	460.3	gi|167630662|ref|YP_001681161.1| amino acid abc transporter permease [Heliobacterium modesticaldum Ice1]
fake_2M_genome_000923	gi|332982492|ref|YP_004463933.1|	56.9	613	264	0	1	613	1	613	7.8e-219	763.1	gi|332982492|ref|YP_004463933.1| asparagine synthase [Mahella australiensis 50-1 BON]
fake_2M_genome_000924	gi|226313724|ref|YP_002773618.1|	42.5	212	117	2	1	207	1	212	3.7e-39	164.9	gi|226313724|ref|YP_002773618.1| sporulation-control protein [Brevibacillus brevis NBRC 100599]
fake_2M_genome_000925	gi|430750690|ref|YP_007213598.1|	55	422	180	7	11	424	12	431	8.5e-119	430.3	gi|430750690|ref|YP_007213598.1| hypothetical protein Theco_2496 [Thermobacillus composti KWC4]
fake_2M_genome_000926	gi|449089938|ref|YP_007422379.1|	60.1	218	86	1	3	220	4	220	1.1e-74	282.7	gi|449089938|ref|YP_007422379.1| Two-component response regulator vanRB [Bacillus thuringiensis serovar kurstaki str. HD73]
